c_alfabeta,principio_activo,marca_comercial,presentacion,laboratorio,potencia,potencia_medida,unidades_presentacion,pactivo_concentracion,periodo,copago
46125,eritromicina,ERITROMICINA ELEA,gts.x 5 ml,Elea,"50,0",mg,1,"eritromicina_50,0_mg_1",202504,6562.3
46126,eritromicina,ERITROMICINA ELEA,ung.x 3.5 g,Elea,"17,5",mg,1,"eritromicina_17,5_mg_1",202504,6809.65
46130,clopidogrel,CLODREL,75 mg comp.rec.x 15,Baliarda,"75,0",mg,15,"clopidogrel_75,0_mg_15",202504,7966.63
46131,clopidogrel,CLODREL,75 mg comp.rec.x 30,Baliarda,"75,0",mg,30,"clopidogrel_75,0_mg_30",202504,22939.36
46132,trimebutina+simeticona,EUMOTIL S,comp.rec.x 30,Baliarda,"320,0",mg,30,"trimebutina+simeticona_320,0_mg_30",202504,7189.28
46135,valsartán+amlodipina,DISARVAL,160/5 mg comp.rec.x 30,Baliarda,"165,0",mg,30,"valsartán+amlodipina_165,0_mg_30",202504,16147.56
46137,valsartán+amlodipina,DISARVAL,160/10 mg comp.rec.x 30,Baliarda,"170,0",mg,30,"valsartán+amlodipina_170,0_mg_30",202504,16697.01
46141,diclofenac+vit.b12+betametasona,XEDENOL B12,comp.rec.x 10,Baliarda,"55,3",mg,10,"diclofenac+vit.b12+betametasona_55,3_mg_10",202504,7330.36
46142,montelukast,MONTRATE,sob.x 30,Casasco,"4,0",mg,30,"montelukast_4,0_mg_30",202504,15150.61
46143,amlodipina+atorvastatín,PELMEC PLUS,5/10 mg comp.x 30,Casasco,"15,0",mg,30,"amlodipina+atorvastatín_15,0_mg_30",202504,10809.19
46144,amlodipina+atorvastatín,PELMEC PLUS,10/10 mg comp.x 30,Casasco,"20,0",mg,30,"amlodipina+atorvastatín_20,0_mg_30",202504,13166.17
46149,carvedilol,CARVEDIL RETARD 10,10 mg cáps.lib.prol.x 28,Bag¿,"10,0",mg,28,"carvedilol_10,0_mg_28",202504,3906.54
46150,carvedilol,CARVEDIL RETARD 20,20 mg cáps.lib.prol.x 28,Bag¿,"20,0",mg,28,"carvedilol_20,0_mg_28",202504,7018.22
46151,carvedilol,CARVEDIL RETARD 40,40 mg cáps.lib.prol.x 28,Bag¿,"40,0",mg,28,"carvedilol_40,0_mg_28",202504,8618.88
46152,carvedilol,CARVEDIL RETARD 80,80 mg cáps.lib.prol.x 28,Bag¿,"80,0",mg,28,"carvedilol_80,0_mg_28",202504,967.2
46153,allopurinol,ALLOPURINOL HOUDE,300 mg comp.x 30,Ariston,"300,0",mg,30,"allopurinol_300,0_mg_30",202504,2570.82
46167,amlodipina+benazepril,ARTERIOSAN PLUS,5/20 mg cáps.x 30,Laboratorios Be,"25,0",mg,30,"amlodipina+benazepril_25,0_mg_30",202504,11306.92
46168,atorvastatín,LIPOCAMBI,40 mg comp.x 30,Laboratorios Be,"40,0",mg,30,"atorvastatín_40,0_mg_30",202504,9442.92
46174,tobramicina,TOBRALEP,sol.oft.estéril x 5 ml,Austral,"15,0",mg,1,"tobramicina_15,0_mg_1",202504,2410.55
46175,tobramicina+dexametasona,TOBRALEP DX,susp.oft.estéril x 5 ml,Austral,"20,0",mg,1,"tobramicina+dexametasona_20,0_mg_1",202504,4153.33
46176,fluconazol,NIMIC 150,150 mg comp.x 1,G¿minis Farmac¿,"150,0",mg,1,"fluconazol_150,0_mg_1",202504,2633.1
46177,fluconazol,NIMIC 150,150 mg comp.x 2,G¿minis Farmac¿,"150,0",mg,2,"fluconazol_150,0_mg_2",202504,4778.1
46178,fluconazol,NIMIC 150,150 mg comp.x 4,G¿minis Farmac¿,"150,0",mg,4,"fluconazol_150,0_mg_4",202504,7601.04
46179,fluconazol,NIMIC 150,150 mg comp.x 8,G¿minis Farmac¿,"150,0",mg,8,"fluconazol_150,0_mg_8",202504,13030.4
46184,paracetamol+pseudoefedrina+asoc.,QURA PLUS,jbe.x 100 ml,Laboratorios Be,"3220,0",mg,1,"paracetamol+pseudoefedrina+asoc._3220,0_mg_1",202504,4796.19
46186,olopatadine,ZOLOATLAS,fco.gotero x 2.5 ml,Lab Internacion,"5,0",mg,1,"olopatadine_5,0_mg_1",202504,9902.2
46190,pregabalina,GAVIN,25 mg cáps.x 28,Gador,"25,0",mg,28,"pregabalina_25,0_mg_28",202504,4533.17
46199,levodopa+carbidopa+entacapone,STALEVO 100,100 mg comp.rec.x 100,Biosidus S.A.U.,"325,0",mg,100,"levodopa+carbidopa+entacapone_325,0_mg_100",202504,94845.41
46200,levodopa+carbidopa+entacapone,STALEVO 150,150 mg comp.rec.x 100,Biosidus S.A.U.,"387,5",mg,100,"levodopa+carbidopa+entacapone_387,5_mg_100",202504,94845.41
46201,salbutamol,AEROLEP,aer.inh.c/adap.x 250ds.,Austral,"100,0",mcg,250,"salbutamol_100,0_mcg_250",202504,2302.08
46202,memantine clorh.+donepecilo clor,CARRIER PLUS,20/10mg comp.x56 (28+28),Casasco,"30,0",mg,56,"memantine clorh.+donepecilo clor_30,0_mg_56",202504,28389.03
46203,memantine clorh.+donepecilo clor,CARRIER PLUS,20/5mg comp.x 56 (28+28),Casasco,"25,0",mg,56,"memantine clorh.+donepecilo clor_25,0_mg_56",202504,25103.81
46204,"clopidogrel+acetilsalicílico,ác.",COPLAVIX,comp.rec.x 28,Sanofi-Aventis,"175,0",mg,28,"clopidogrel+acetilsalicílico,ác._175,0_mg_28",202504,1665.16
46205,sildenafil,VIRIPOTENS M,menta 50mg comp.mast.x30,Microsules Arg.,"50,0",mg,30,"sildenafil_50,0_mg_30",202504,16912.13
46206,sildenafil,VIRIPOTENS M,frut.50 mg comp.mast.x30,Microsules Arg.,"50,0",mg,30,"sildenafil_50,0_mg_30",202504,16912.13
46216,betahistina,MICROSER FORTE,16 mg comp.x 30,Vannier-Grunent,"16,0",mg,30,"betahistina_16,0_mg_30",202504,3795.92
46222,enalapril,FABOTENSIL,10 mg comp.x 60,Savant Generic,"10,0",mg,60,"enalapril_10,0_mg_60",202504,179.04
46236,losartán,PRISONIL,50 mg comp.rec.x 30,Lepetit,"50,0",mg,30,"losartán_50,0_mg_30",202504,3394.78
46241,clonazepam,QUAZEMIC,0.5 mg comp.x 30,Casasco,"0,5",mg,30,"clonazepam_0,5_mg_30",202504,3338.97
46242,clonazepam,QUAZEMIC,0.5 mg comp.x 60,Casasco,"0,5",mg,60,"clonazepam_0,5_mg_60",202504,5374.86
46243,clonazepam,QUAZEMIC,2 mg comp.x 30,Casasco,"2,0",mg,30,"clonazepam_2,0_mg_30",202504,1422.44
46244,clonazepam,QUAZEMIC,2 mg comp.x 60,Casasco,"2,0",mg,60,"clonazepam_2,0_mg_60",202504,2019.83
46245,diclofenac+pridinol,DIASTONE FLEX,comp.rec.x 10,Microsules Arg.,"54,0",mg,10,"diclofenac+pridinol_54,0_mg_10",202504,3411.59
46246,losartán,ENROMIC,100 mg comp.rec.x 30,Microsules Arg.,"100,0",mg,30,"losartán_100,0_mg_30",202504,4764.16
46248,clopidogrel,PLATACA,75 mg comp.rec.x 30,Sidus,"75,0",mg,30,"clopidogrel_75,0_mg_30",202504,513.91
46249,febuxostat,FEBUXTAT,80 mg comp.ran.x 30,Ariston,"80,0",mg,30,"febuxostat_80,0_mg_30",202504,25805.16
46250,"calcio,citrato+vit.d3",CALCIMAX D3 400,comp.x 60,Gador,"315,8",mg,60,"calcio,citrato+vit.d3_315,8_mg_60",202504,9737.3
46251,indometacina,INDOMET LAFEDAR,2% cr.x 100 g,Lafedar,"2000,0",mg,1,"indometacina_2000,0_mg_1",202504,6572.28
46253,teofilina anhidra,TEODILAT,0.8 g jbe.x 120 ml,Lafedar,"960,0",mg,1,"teofilina anhidra_960,0_mg_1",202504,2609.74
46254,teofilina anhidra,TEODILAT,1.6 g jbe.x 120 ml,Lafedar,"1920,0",mg,1,"teofilina anhidra_1920,0_mg_1",202504,2765.73
46255,teofilina anhidra,TEODILAT,200 mg comp.x 20,Lafedar,"200,0",mg,20,"teofilina anhidra_200,0_mg_20",202504,1990.14
46256,teofilina anhidra,TEODILAT,300 mg comp.x 20,Lafedar,"300,0",mg,20,"teofilina anhidra_300,0_mg_20",202504,2860.08
46257,itraconazol,ITRAC 200,cáps.x 14,Cassarß,"200,0",mg,14,"itraconazol_200,0_mg_14",202504,10024.96
46263,trimebutina+bromazepam,COLIXANE B,comp.x 30,Sanitas,"101,5",mg,30,"trimebutina+bromazepam_101,5_mg_30",202504,5008.34
46264,domperidona+enzimas digest.+asoc,DOM POLIENZIM 200,grag.x 30,Sanitas,,No Clasificada,30,domperidona+enzimas digest.+asoc_No Clasificada_30,202504,597.76
46265,domperidona+simeticona,DOM SIMECON,comp.x 30,Sanitas,"210,0",mg,30,"domperidona+simeticona_210,0_mg_30",202504,5793.33
46266,enzimas digestivas+asoc.,POLIENZIM,200 mg grag.x 30,Sanitas,"200,0",mg,30,"enzimas digestivas+asoc._200,0_mg_30",202504,5691.46
46267,simeticona,SIMECON 250,grag.x 30,Sanitas,"250,0",mg,30,"simeticona_250,0_mg_30",202504,4300.9
46269,"ursodesoxicólico,ác.",UTRAL 300,300 mg comp.x 30,Sanitas,"300,0",mg,30,"ursodesoxicólico,ác._300,0_mg_30",202504,16712.63
46270,"ursodesoxicólico,ác.",UTRAL 300,300 mg comp.x 60,Sanitas,"300,0",mg,60,"ursodesoxicólico,ác._300,0_mg_60",202504,32946.66
46273,atorvastatín,NORMOLIPOL,10 mg comp.rec.x 30,Lepetit,"10,0",mg,30,"atorvastatín_10,0_mg_30",202504,4128.45
46277,ciprofloxacina,SEPTOCORT,500 mg comp.x 10,Fecofar,"500,0",mg,10,"ciprofloxacina_500,0_mg_10",202504,5661.57
46279,diclofenac potásico,BEFOL,75 mg comp.rec.x 30,Biotenk,"75,0",mg,30,"diclofenac potásico_75,0_mg_30",202504,10066.4
46280,meloxicam,LOXITENK,15 mg comp.x 30,Biotenk,"15,0",mg,30,"meloxicam_15,0_mg_30",202504,8450.76
46284,fosfato disódico+fosfato monosód,ESIEN,sol.oral x 45 ml,Rossmore Pharma,"29700,0",mg,1,"fosfato disódico+fosfato monosód_29700,0_mg_1",202504,12603.77
46293,sertralina,ASERTRAL,50 mg comp.ran.x 30,Roemmers,"50,0",mg,30,"sertralina_50,0_mg_30",202504,9953.14
46294,sertralina,ASERTRAL,100 mg comp.ran.x 30,Roemmers,"100,0",mg,30,"sertralina_100,0_mg_30",202504,14886.93
46304,rosuvastatina,MESOTEROL 5,5 mg comp.rec.x 30,Finadiet,"5,0",mg,30,"rosuvastatina_5,0_mg_30",202504,5586.43
46305,rosuvastatina,MESOTEROL 10,10 mg comp.rec.x 30,Finadiet,"10,0",mg,30,"rosuvastatina_10,0_mg_30",202504,8623.51
46306,rosuvastatina,MESOTEROL 20,20 mg comp.rec.x 30,Finadiet,"20,0",mg,30,"rosuvastatina_20,0_mg_30",202504,15239.38
46307,"tióctico,ác.",BILETAN FORTE 200,comp.rec.x 20,Gador,"200,0",mg,20,"tióctico,ác._200,0_mg_20",202504,11886.17
46309,"tióctico,ác.",NEURO BILETAN,600 mg comp.rec.x 30,Gador,"600,0",mg,30,"tióctico,ác._600,0_mg_30",202504,19002.06
46311,valsartán+amlodipina,NOSTER,5/160 mg comp.x 28,Raffo,"165,0",mg,28,"valsartán+amlodipina_165,0_mg_28",202504,16357.57
46312,valsartán+amlodipina,NOSTER,10/160 mg comp.x 28,Raffo,"170,0",mg,28,"valsartán+amlodipina_170,0_mg_28",202504,16797.41
46321,quetiapina,QUETIAZIC,300 mg comp.x 30,Raffo,"300,0",mg,30,"quetiapina_300,0_mg_30",202504,52056.83
46326,"sodio,divalproato",VALCAS,250 mg comp.x 50,Casasco,"250,0",mg,50,"sodio,divalproato_250,0_mg_50",202504,5419.0
46327,"sodio,divalproato",VALCAS,500 mg comp.x 50,Casasco,"500,0",mg,50,"sodio,divalproato_500,0_mg_50",202504,9918.09
46330,losartán+hidroclorotiazida,PRISONIL D,50/12.5 mg comp.rec.x 30,Lepetit,"62,5",mg,30,"losartán+hidroclorotiazida_62,5_mg_30",202504,4017.46
46332,simvastatin,SISTATIN,10 mg comp.rec.x 30,Lepetit,"10,0",mg,30,"simvastatin_10,0_mg_30",202504,1520.16
46333,simvastatin,SISTATIN,20 mg comp.rec.x 30,Lepetit,"20,0",mg,30,"simvastatin_20,0_mg_30",202504,2008.73
46334,desloratadina+pseudoefedrina,FRENALER D,cáps.lib.prol.x 10,Roemmers,"122,5",mg,10,"desloratadina+pseudoefedrina_122,5_mg_10",202504,5448.77
46335,rosuvastatina,ROVARTAL,5 mg comp.rec.x 30,Roemmers,"5,0",mg,30,"rosuvastatina_5,0_mg_30",202504,6559.73
46336,meloxicam+betametasona+asoc.,BRONAX CORT,comp.rec.x 10,Roemmers,"15,8",mg,10,"meloxicam+betametasona+asoc._15,8_mg_10",202504,4696.12
46337,meloxicam+betametasona+asoc.,BRONAX CORT,comp.rec.x 20,Roemmers,"15,8",mg,20,"meloxicam+betametasona+asoc._15,8_mg_20",202504,9119.74
46342,gatifloxacina+dexametasona,GATIDEX,sol.oftálmica x 5 ml,Poen,"20,0",mg,1,"gatifloxacina+dexametasona_20,0_mg_1",202504,12059.77
46350,zolpidem,NOCTE 10,10 mg comp.subl.x 30,Bag¿,"10,0",mg,30,"zolpidem_10,0_mg_30",202504,9812.97
46351,trimebutina,NEOTINA,comp.x 30,Rossmore Pharma,"200,0",mg,30,"trimebutina_200,0_mg_30",202504,4594.4
46353,glimepiride+metformina,ADIUVAN MET,2/1000 mg comp.x 30,Lazar,"1002,0",mg,30,"glimepiride+metformina_1002,0_mg_30",202504,5346.87
46354,glimepiride+metformina,ADIUVAN MET,4/1000 mg comp.x 30,Lazar,"1004,0",mg,30,"glimepiride+metformina_1004,0_mg_30",202504,9257.45
46355,hidrosmina,FLEBOSMINA,200 mg cáps.x 60,Lazar,"200,0",mg,60,"hidrosmina_200,0_mg_60",202504,19572.69
46356,adapaleno,DERMOTOPIC,gel 0.1% x 30 g,Lazar,"30,0",mg,1,"adapaleno_30,0_mg_1",202504,9198.93
46358,hidrosmina,FLEBOSMINA,gel 2% x 40 g,Lazar,"800,0",mg,1,"hidrosmina_800,0_mg_1",202504,5361.69
46360,cefalexina,CEFALEXINA FABRA,1000 mg comp.x 16,Fabra,"1000,0",mg,16,"cefalexina_1000,0_mg_16",202504,7086.47
46368,loteprednol+tobramicina,TOBRABIOTIC SOFT,susp.oft.x 5 ml,Denver Farma,"40,0",mg,1,"loteprednol+tobramicina_40,0_mg_1",202504,5218.61
46370,dorzolamida+timolol,PRESS OUT T,sol.oft.x 5 ml,Max Vision,"125,0",mg,1,"dorzolamida+timolol_125,0_mg_1",202504,8847.87
46381,adapaleno,SINAC,0.3% gel x 30 g,Andr¿maco,"30,0",mg,1,"adapaleno_30,0_mg_1",202504,13836.07
46385,carvedilol,CARVEDIL 12.5,12.5 mg comp.x 56,Bag¿,"12,5",mg,56,"carvedilol_12,5_mg_56",202504,6919.4
46386,carvedilol,CARVEDIL 25,25 mg comp.x 56,Bag¿,"25,0",mg,56,"carvedilol_25,0_mg_56",202504,8546.68
46392,claritromicina,CLAROVIL,500 mg comp.rec.x 8,Beta,"500,0",mg,8,"claritromicina_500,0_mg_8",202504,5145.25
46410,memantine clorh.+donepecilo clor,VALPEX DUO,5/20 mg comp.x 60(30+30),Teva Argentina,"25,0",mg,60,"memantine clorh.+donepecilo clor_25,0_mg_60",202504,24869.07
46411,memantine clorh.+donepecilo clor,VALPEX DUO,10/20mg comp.x 60(30+30),Teva Argentina,"30,0",mg,60,"memantine clorh.+donepecilo clor_30,0_mg_60",202504,27917.22
46412,perindopril+amlodipina,COVERAM 5/5,5/5 comp.x 30,Servier,"10,0",mg,30,"perindopril+amlodipina_10,0_mg_30",202504,11629.07
46413,perindopril+amlodipina,COVERAM 5/10,5/10 comp.x 30,Servier,"15,0",mg,30,"perindopril+amlodipina_15,0_mg_30",202504,11629.07
46414,perindopril+amlodipina,COVERAM 10/5,10/5 comp.x 30,Servier,"15,0",mg,30,"perindopril+amlodipina_15,0_mg_30",202504,14601.03
46415,perindopril+amlodipina,COVERAM 10/10,10/10 comp.x 30,Servier,"20,0",mg,30,"perindopril+amlodipina_20,0_mg_30",202504,14601.03
46418,perindopril+indapamida,PRETERAX 10,10/2.5mg comp.rec.x 30,Servier,"12,5",mg,30,"perindopril+indapamida_12,5_mg_30",202504,13676.43
46420,bimatoprost,LUMIGAN RC,0.01% fco.gotero x 3 ml,Abbvie Allergan,"300,0",mcg,1,"bimatoprost_300,0_mcg_1",202504,16235.47
46446,lacosamida,LACOTEM,50 mg comp.rec.x 30,Raffo,"50,0",mg,30,"lacosamida_50,0_mg_30",202504,18804.82
46447,lacosamida,LACOTEM,100 mg comp.rec.x 30,Raffo,"100,0",mg,30,"lacosamida_100,0_mg_30",202504,39896.33
46454,montelukast,LUKASMA,10 mg comp.x 30,Fortbenton,"10,0",mg,30,"montelukast_10,0_mg_30",202504,15507.23
46455,montelukast,LUKASMA,5 mg comp.mast.x 30,Fortbenton,"5,0",mg,30,"montelukast_5,0_mg_30",202504,13875.22
46473,"fenofíbrico,ác.",GADOLIP,45 mg cáps.x 30,Gador,"45,0",mg,30,"fenofíbrico,ác._45,0_mg_30",202504,9918.42
46474,"fenofíbrico,ác.",GADOLIP,135 mg cáps.x 30,Gador,"135,0",mg,30,"fenofíbrico,ác._135,0_mg_30",202504,11692.57
46476,trimebutina,PROCINET NF,200 mg comp.x 30,Eurofarma,"200,0",mg,30,"trimebutina_200,0_mg_30",202504,348.26
46487,oxibutinina,DITROPAN UD,5 mg comp.x 30,Elea,"5,0",mg,30,"oxibutinina_5,0_mg_30",202504,19126.9
46488,oxibutinina,DITROPAN UD,10 mg comp.x 30,Elea,"10,0",mg,30,"oxibutinina_10,0_mg_30",202504,27221.58
46489,oxibutinina,DITROPAN UD,15 mg comp.x 30,Elea,"15,0",mg,30,"oxibutinina_15,0_mg_30",202504,31944.02
46500,rosuvastatina,ARTOMEY,5 mg comp.x 30,Teva Argentina,"5,0",mg,30,"rosuvastatina_5,0_mg_30",202504,6981.21
46501,rosuvastatina,ARTOMEY,10 mg comp.x 30,Teva Argentina,"10,0",mg,30,"rosuvastatina_10,0_mg_30",202504,10620.24
46502,rosuvastatina,ARTOMEY,20 mg comp.x 30,Teva Argentina,"20,0",mg,30,"rosuvastatina_20,0_mg_30",202504,19264.46
46518,"butamirato,citrato",PROKING NF,jbe.x 120 ml,Cetus,"240,0",mg,1,"butamirato,citrato_240,0_mg_1",202504,6096.06
46522,pregabalina,NEURISTAN,25 mg cáps.x 30,Casasco,"25,0",mg,30,"pregabalina_25,0_mg_30",202504,4944.53
46536,metronidazol,ROZEX,cr. x 30 g,Galderma,"337,5",mg,1,"metronidazol_337,5_mg_1",202504,12098.05
46537,metronidazol,ROZEX,0.75% gel x 30 g,Galderma,"337,5",mg,1,"metronidazol_337,5_mg_1",202504,12098.05
46542,tamsulosina,TANSILOPROST,0.4 mg cáps.x 60,Finadiet,"400,0",mcg,60,"tamsulosina_400,0_mcg_60",202504,26742.34
46557,montelukast,LUKAST 4,4 mg comp.mast.x 30,Bag¿,"4,0",mg,30,"montelukast_4,0_mg_30",202504,15760.66
46558,montelukast,LUKAST 5,5 mg comp.mast.x 30,Bag¿,"5,0",mg,30,"montelukast_5,0_mg_30",202504,16205.98
46559,montelukast,LUKAST 10,10 mg comp.rec.x 30,Bag¿,"10,0",mg,30,"montelukast_10,0_mg_30",202504,17448.27
46561,diclofenac sódico,DIOXAFLEX,75 mg comp.mast.x 15,Bag¿,"75,0",mg,15,"diclofenac sódico_75,0_mg_15",202504,795.18
46562,rosuvastatina,ROSUVAST 10,10 mg comp.x 56,Bag¿,"10,0",mg,56,"rosuvastatina_10,0_mg_56",202504,20327.83
46564,tamsulosina,TAMSULOSINA RICHET,0.4mg cáps.L.C.x30(TRZB),Richet,"400,0",mcg,30,"tamsulosina_400,0_mcg_30",202504,14843.2
46565,tamsulosina,TAMSULOSINA RICHET,0.4mg cáps.lib.cont.x 60,Richet,"400,0",mcg,60,"tamsulosina_400,0_mcg_60",202504,24302.07
46566,risedronato,BONECUR,150 mg comp.rec.x 3,Teva Argentina,"150,0",mg,3,"risedronato_150,0_mg_3",202504,26395.12
46575,vit.+minerales,CENTRUM PRENATAL,comp.rec.x 60,Pfizer,,No Clasificada,60,vit.+minerales_No Clasificada_60,202504,428.39
46593,ibuprofeno,IBUMAR 600,600 mg comp.x 20,Mar,"600,0",mg,20,"ibuprofeno_600,0_mg_20",202504,3318.0
46644,montelukast,ASMAVITAN,10 mg comp.rec.x 30,Montpellier,"10,0",mg,30,"montelukast_10,0_mg_30",202504,16124.2
46645,montelukast,ASMAVITAN,5 mg comp.mast.x 30,Montpellier,"5,0",mg,30,"montelukast_5,0_mg_30",202504,15417.87
46646,montelukast,ASMAVITAN,4 mg comp.mast.x 30,Montpellier,"4,0",mg,30,"montelukast_4,0_mg_30",202504,14994.28
46647,montelukast,ASMAVITAN,4 mg gran.sob.x 30,Montpellier,"4,0",mg,30,"montelukast_4,0_mg_30",202504,14816.53
46648,risedronato,RENTOP 150,150 mg comp.rec.x 1,Montpellier,"150,0",mg,1,"risedronato_150,0_mg_1",202504,12444.83
46653,"amoxicilina+clavulánico,ác.",FABAMOX DUO SUSPENSION,400/57 mg susp.x 70 ml,Savant Generic,"6398,0",mg,1,"amoxicilina+clavulánico,ác._6398,0_mg_1",202504,4028.24
46655,propilenglicol,SYSTANE BALANCE,sol.oft.estéril x 10 ml,Alcon,"60,0",mg,1,"propilenglicol_60,0_mg_1",202504,10585.37
46675,atorvastatín,TORIVAS,40 mg comp.rec.x 30,Baliarda,"40,0",mg,30,"atorvastatín_40,0_mg_30",202504,9584.49
46682,diacereína+sulf.glucosamina pot.,ARTRODAR GLUCO,cáps.x 60,Trb-Pharma,"775,0",mg,60,"diacereína+sulf.glucosamina pot._775,0_mg_60",202504,16016.64
46700,amoxicilina+ác.clavulánico+asoc.,OPTAMOX RESPIRATORIO DUO,comp.rec.x 14,Roemmers,"1060,0",mg,14,"amoxicilina+ác.clavulánico+asoc._1060,0_mg_14",202504,10359.96
46701,amoxicilina+ác.clavulánico+asoc.,OPTAMOX RESPIRATORIO DUO,susp.x 140 ml,Roemmers,"13216,0",mg,1,"amoxicilina+ác.clavulánico+asoc._13216,0_mg_1",202504,8501.71
46704,dabigatrán,PRADAXA,150 mg cáps.x 30,Boehringer Inge,"150,0",mg,30,"dabigatrán_150,0_mg_30",202504,43517.22
46705,diosmina+hesperidina micronizada,DIOSMIN,comp.rec.x 100,Craveri,"500,0",mg,100,"diosmina+hesperidina micronizada_500,0_mg_100",202504,49119.04
46707,ibuprofeno,ACTRON PEDIATRICO 4%,susp.oral x 100 ml,Bayer Consumer,"4000,0",mg,1,"ibuprofeno_4000,0_mg_1",202504,6099.0
46714,pregabalina,LINPREL 25,25 mg cáps.x 28,Baliarda,"25,0",mg,28,"pregabalina_25,0_mg_28",202504,4575.45
46723,pregabalina,PLENICA 75 PRACTIDOSIS,75 mg comp.x 15,Roemmers,"75,0",mg,15,"pregabalina_75,0_mg_15",202504,8570.76
46726,fluticasona,FLUTICORT,125 mcg aer.hfa x 120ds.,Cassarß,"125,0",mcg,120,"fluticasona_125,0_mcg_120",202504,4588.32
46727,fluticasona,FLUTICORT,250 mcg aer.hfa x 120ds.,Cassarß,"250,0",mcg,120,"fluticasona_250,0_mcg_120",202504,5913.26
46729,salbutamol,AIRCOSALM HFA,aer.inh.c/adap.x 250ds.,Lab Internacion,"100,0",mcg,250,"salbutamol_100,0_mcg_250",202504,1823.77
46744,diclofenac potásico,DIOXAFLEX MIGRA,50 mg comp.x 20,Bag¿,"50,0",mg,20,"diclofenac potásico_50,0_mg_20",202504,7353.11
46745,diclofenac potásico,DIOXAFLEX MIGRA,50 mg sob.x 20,Bag¿,"50,0",mg,20,"diclofenac potásico_50,0_mg_20",202504,612.9
46746,bisoprolol,LOSTAPROLOL,2.5 mg comp.rec.x 30,Temis-Lostal¿,"2,5",mg,30,"bisoprolol_2,5_mg_30",202504,2651.98
46770,acetilcisteína,ACEMUK,200 mg tab.eferv.x 10,Siegfried,"200,0",mg,10,"acetilcisteína_200,0_mg_10",202504,5134.28
46775,"condroitín,sulfato+glucosamina",ASOTREX,cáps.x 30,Raffo,"900,0",mg,30,"condroitín,sulfato+glucosamina_900,0_mg_30",202504,11615.11
46776,"condroitín,sulfato+glucosamina",ASOTREX,cáps.x 60,Raffo,"900,0",mg,60,"condroitín,sulfato+glucosamina_900,0_mg_60",202504,17761.99
46779,"condroitín,sulfato+glucosamina",ASOTREX,sob.x 30,Raffo,"2700,0",mg,30,"condroitín,sulfato+glucosamina_2700,0_mg_30",202504,22584.06
46780,ibuprofeno,IBUFABRA 4%,susp.x 90 ml,Fabra,"3600,0",mg,1,"ibuprofeno_3600,0_mg_1",202504,4192.8
46782,amantadina,VIROSOL,100 mg comp.x 30,Elea,"100,0",mg,30,"amantadina_100,0_mg_30",202504,3618.55
46783,diclofenac sódico,RODINAC 75,comp.x 20,G¿minis Farmac¿,"75,0",mg,20,"diclofenac sódico_75,0_mg_20",202504,9360.08
46784,brimonidina+timolol,BRIMOPRESS T,sol.oft.x 5 ml,Poen,"35,0",mg,1,"brimonidina+timolol_35,0_mg_1",202504,12084.22
46791,pregabalina,DOLGENAL,75 mg cáps.x 30,Savant Generic,"75,0",mg,30,"pregabalina_75,0_mg_30",202504,1045.96
46792,pregabalina,DOLGENAL,150 mg cáps.x 30,Savant Generic,"150,0",mg,30,"pregabalina_150,0_mg_30",202504,1712.2
46798,magnesio,TOTAL MAGNESIANO,comp.rec.x 30,Temis-Lostal¿,"55,0",mg,30,"magnesio_55,0_mg_30",202504,22648.94
46799,magnesio,TOTAL MAGNESIANO,comp.rec.x 60,Temis-Lostal¿,"55,0",mg,60,"magnesio_55,0_mg_60",202504,42732.26
46814,"sodio,cloruro",NACLIN,a.x 30 x 5 ml,Qu¿mica Luar,"350,0",mg,30,"sodio,cloruro_350,0_mg_30",202504,24668.34
46816,carvedilol,ISOBLOC CR 20 MG,20 mg cáps.x 30,Casasco,"20,0",mg,30,"carvedilol_20,0_mg_30",202504,6387.06
46817,carvedilol,ISOBLOC CR 40 MG,40 mg cáps.x 30,Casasco,"40,0",mg,30,"carvedilol_40,0_mg_30",202504,8001.82
46818,diclofenac potásico+betametasona,BLOKIUM CORT,comp.x 15,Casasco,"50,3",mg,15,"diclofenac potásico+betametasona_50,3_mg_15",202504,11402.88
46819,diclofenac potásico+betametasona,BLOKIUM CORT,iny.a.x 5,Casasco,"388,2",mg,5,"diclofenac potásico+betametasona_388,2_mg_5",202504,20268.53
46820,loratadina+betametasona,CORTICAS L UD,comp.x 10,Casasco,"10,6",mg,10,"loratadina+betametasona_10,6_mg_10",202504,5153.42
46826,ciproflox.+hidrocort.+lidocaina,CIPROCLER,gts.óticas c/lidoc.x 5ml,Monserrat,"310,0",mg,1,"ciproflox.+hidrocort.+lidocaina_310,0_mg_1",202504,2117.5
46838,paracetamol+pseudoefedrina+asoc.,PREDUAL,jbe.x 100 ml,Eurofarma,"3220,0",mg,1,"paracetamol+pseudoefedrina+asoc._3220,0_mg_1",202504,4565.74
46842,desloratadina+betametasona,HISTADICASONE,comp.rec.x 10,Baliarda,"5,6",mg,10,"desloratadina+betametasona_5,6_mg_10",202504,5733.09
46843,desloratadina+betametasona,HISTADICASONE,jbe.x 60 ml,Baliarda,"63,0",mg,1,"desloratadina+betametasona_63,0_mg_1",202504,7055.66
